Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
Ethiopia,42.9,64.8554,80.5242358915546,72.8310012817383,42.0779991149902,56.2649993896484,0.0,0.197999998927116,0.912000000476837,0.583000004291534,68.9850006103516,60.2540016174316,76.4629974365234,8.97799968719482,8.88000011444092,9.0620002746582,22.0370006561279,30.8659992218018,14.4750003814697,600.9959834,302.0200567,4.198,0.545881400029741,7.56176669023149,511.187426515801,1608.29347611692,15.3669238595896,76.9970016479492,87.7959976196289,82.3369979858398,49661396.0,67.366,63.617,50.0218762703461,17.9720001220703,43.8470001220703,31.9099998474121,41.1006664284189,42088396.0,55.39422421933,56725456.0,3.50510935225108,3589344.0,102.403196,2.50182137816318,102403196.0,0.0,0.2,82059777.0,80.134,91.0009994506836,86.8369979858398,88.7580032348633,30.0,1.12008222868357,530.0,35.0,306.0,7.3730001449585,3.04999995231628,5.09299993515015,9.72700023651123,5.02400016784668,7.2649998664856,20343419.0,19.866,90.8030014038086,85.9249992370605,88.1749992370605,8.99899959564209,13.1630001068115,11.2419996261597,-14091223544.3954
Belgium,100.0,5.1082,54.7983939052332,1.20299994945526,0.467000007629395,0.805999994277954,5.0,2.34999990463257,5.71999979019165,4.16800022125244,1.25100004673004,0.754000008106232,1.67599999904633,21.2630004882813,8.17099952697754,32.443000793457,77.4860000610352,91.0749969482422,65.8809967041016,211.7955741,144.7300771,1.7,37.5961129664717,1.41229201545339,45457.8993419591,42083.6443038217,86.5165,47.765998840332,58.9640007019043,53.2330017089844,5004722.0,83.4,78.7,110.498346639076,7.10900020599365,12.2849998474121,9.90100002288818,17.0312418699887,1929882.0,64.6001511307203,7320116.0,18.368606999291,2081424.0,374.221334214003,0.506300002451376,11331422.0,0.0,95.3,235807.0,2.081,10.6619997024536,18.4710006713867,14.8739995956421,11.0,38.4830881237543,505.0,4.0,136.0,7.55999994277954,8.0600004196167,7.82999992370605,18.1219997406006,21.6979999542236,20.0900001525879,11095615.0,97.919,8.31200015544891,12.7519998550415,10.7070000171661,89.3379974365234,81.5289993286133,85.1259994506836,5685017502.0098
Tanzania,32.8,116.5946,93.0237746410775,50.8339996337891,21.548999786377,35.7949981689453,8.0,1.67900002002716,3.8989999294281,2.81900000572205,67.197998046875,70.2669982910156,64.2919998168945,5.89599990844727,2.60199999809265,9.01599979400635,26.9060001373291,27.1310005187988,26.693000793457,704.8657489,278.6199785,5.016,3.32570415917124,6.9681294933237,867.058650655122,2583.58967271423,13.0,79.5289993286133,87.2730026245117,83.3040008544922,25423650.0,67.483,63.856,72.0579449426522,38.1370010375977,56.8040008544922,47.7239990234375,45.0820330114332,25053078.0,51.8070896634092,28790340.0,3.11087732515759,1728783.0,62.7367362835855,3.0924540737403,55572201.0,6.5,0.0,37604041.0,67.667,90.6500015258789,82.2519989013672,86.3369979858398,53.0,0.233204727665906,515.0,28.0,195.0,2.7409999370575,1.61800003051758,2.16799998283386,4.55399990081787,3.09400010108948,3.8050000667572,17968160.0,32.333,88.9710006713868,78.3530006408692,83.5189971923828,9.35000038146973,17.7479991912842,13.6630001068115,-643404373.610813
Angola,40.5206069946289,154.4722,97.2742116775173,11.6879997253418,9.02000045776367,10.3509998321533,0.0,3.07599997520447,6.78299999237061,4.93400001525879,49.1590003967285,56.242000579834,42.1080017089844,8.88599967956543,1.26900005340576,16.4689998626709,41.9550018310547,42.4900016784668,41.4230003356934,344.7317258,223.0964467,5.694,0.427352310966578,-0.813494095515892,3576.18689373314,5972.451512997,13.0,75.3339996337891,80.1790008544922,77.6760025024414,11871028.0,64.411,58.717,45.121698839185,68.8769989013672,43.5750007629395,56.1969985961914,46.9596938070235,13530714.0,50.6908628095137,14605793.0,2.34944338346279,676956.0,23.1117855137563,3.36757213106932,28813463.0,0.0,1.9,10329915.0,35.851,83.6419982910156,59.3779983520508,71.4820022583008,31.0,1.05677335626058,1296.0,36.0,287.0,8.11400032043457,7.33300018310547,7.72399997711182,18.0590000152588,18.0020008087158,18.0310001373291,18483548.0,64.149,80.564998626709,52.5950012207032,66.5479984283447,16.3579998016357,40.6220016479492,28.5179996490479,2642737292.90861
Hungary,100.0,19.8054,47.8553937262093,0.395999997854233,0.239999994635582,0.310999989509583,5.0,3.16000008583069,6.45599985122681,4.95100021362305,5.03999996185303,2.84100008010864,6.88899993896484,30.4379997253418,19.1599998474121,39.9210014343262,64.5220031738281,77.9990005493164,53.1910018920898,361.5769275,271.070615,1.45,28.857202002075,2.21318749036379,14997.2005200975,25664.136004531,79.2594013161699,47.9620018005371,64.568000793457,55.7519989013672,4686095.0,79.0,72.3,120.778925573866,4.65299987792969,6.23400020599365,5.51100015640259,14.3546874123692,1408772.0,67.6336506658631,6637582.0,18.0116619217677,1767669.0,108.406307301447,-0.295110604845478,9814023.0,89.8,0.0,2867756.0,29.221,8.20899963378906,12.9300003051758,10.7729997634888,11.0,31.9865181778316,605.0,7.0,277.0,5.10500001907349,5.11499977111816,5.1100001335144,12.8290004730225,12.8699998855591,12.8520002365112,6946267.0,70.779,5.04899987578392,6.47400020062923,5.82200014591217,91.7910003662109,87.0699996948242,89.2269973754883,10668691941.1166
Croatia,100.0,9.3744,51.5350073147446,2.03699994087219,0.903999984264374,1.42499995231628,6.0,3.38299989700317,6.74499988555908,5.19899988174438,7.60200023651123,5.5479998588562,9.35000038146973,26.9740009307861,14.5500001907349,37.5419998168945,65.4229965209961,79.9020004272461,53.1080017089844,311.7709685,235.3141024,1.4,24.7740173001224,3.16541782424224,14635.880009797,21799.9328108641,72.6973060458944,45.5559997558594,58.0069999694824,51.4869995117188,1833268.0,81.3,74.9,104.772593226393,5.15399980545044,9.13300037384033,7.30399990081787,14.7018523639031,613707.0,65.9913629928333,2754710.0,19.3067846432636,805933.0,74.5952287348106,-0.69838345731273,4174349.0,100.0,0.0,1819891.0,43.597,10.5740003585815,16.7819995880127,13.9289999008179,35.0,34.0822853535204,650.0,7.0,206.0,13.7869997024536,12.5069999694824,13.1000003814697,31.3899993896484,31.3010005950928,31.3390007019043,2354458.0,56.403,7.19099974632263,10.0370003581047,8.72899985313415,89.4260025024414,83.2180023193359,86.0709991455078,670027610.234444
Kyrgyz Republic,99.9961013793945,38.812,55.9367142406809,15.4820003509521,5.2039999961853,9.26000022888184,6.0,2.44000005722046,2.75300002098084,2.63000011444092,26.7929992675781,27.818000793457,26.1240005493164,22.0869998931885,11.3430004119873,29.0919990539551,51.1199989318848,60.8400001525879,44.7840003967285,294.1867293,135.5910421,3.1,4.04438814762379,4.3358559012983,1043.9511123578,3309.85992947551,34.5,48.3559989929199,75.4970016479492,61.6180000305176,2565487.0,75.1,67.0,127.835259264433,16.882999420166,34.1889991760254,27.3589992523193,31.5151751236707,1915965.0,64.1285859979643,3898697.0,4.35623887836495,264838.0,31.6970802919708,2.0372244221997,6079500.0,30.6,0.0,3894285.0,64.056,34.8050003051758,42.1459999084473,39.2490005493164,51.0,6.41648871490903,410.0,10.0,225.0,8.74899959564209,6.17799997329712,7.21000003814697,20.6900005340576,12.7889995574951,15.5930004119873,2185215.0,35.944,32.3649997711181,39.3929991722107,36.6189994812011,65.1949996948242,57.8540000915527,60.7509994506836,-2339826753.14385
Turkmenistan,100.0,24.8254,53.8135411364159,7.43400001525879,2.96700000762939,4.83599996566772,4.711472602739726,4.76399993896484,5.44799995422363,5.16200017929077,8.44499969482422,11.1949996948242,6.46500015258789,44.9879989624023,26.8309993743896,58.0530014038086,46.5670013427734,61.9669990539551,35.4869995117188,438.9465283,262.9855634,2.888,0.0706396277009062,6.1999999664301,6986.85594417965,15648.3731140805,17.990324461341,53.4519996643066,78.2210006713867,65.4899978637695,2565153.0,71.311,64.401,151.433701883818,15.3529996871948,16.8859996795654,16.2450008392334,30.8285639811364,1745681.0,65.0137817913645,3681434.0,4.15765422749916,235429.0,12.0497606026429,1.73252445295465,5662544.0,4.711472602739726,4.711472602739726,2790049.0,49.272,27.5510005950928,25.3020000457764,26.2430000305176,4.711472602739726,11.7438381052756,4.711472602739726,4.711472602739726,4.711472602739726,3.72499990463257,3.30200004577637,3.47900009155273,7.99200010299683,5.52299976348877,6.46999979019165,2872495.0,50.728,22.7869997024536,19.8529996871948,21.0810008049011,72.4489974975586,74.697998046875,73.7570037841797,4.711472602739726
Sweden,100.0,5.2738,59.320481409291,0.282000005245209,0.25,0.264999985694885,5.0,1.69900000095367,5.43499994277954,3.6470000743866,1.8860000371933,1.00499999523163,2.6949999332428,18.2000007629395,6.9520001411438,28.5219993591309,79.9140014648438,92.0429992675781,68.7829971313477,160.3916545,116.5714286,1.85,37.4053942182456,3.23494192235782,56473.022779491,46568.1771455909,89.6509476102355,60.6660003662109,67.3570022583008,63.9939994812012,5245273.0,84.1,80.4,127.503389315187,4.16200017929077,7.88000011444092,6.09999990463257,17.3995960166029,1726577.0,62.766569626755,6228380.0,19.8338343566421,1968128.0,24.3624880312293,1.25645398510305,9923085.0,100.0,0.0,1304687.0,13.148,6.14300012588501,13.5649995803833,10.0129995346069,6.0,31.5557264204349,483.0,7.0,122.0,6.58699989318848,7.35699987411499,6.98999977111816,17.1089992523193,20.318000793457,18.7450008392334,8618398.0,86.852,4.44400018453598,8.13000011444092,6.36499989032746,93.8570022583008,86.4349975585938,89.9869995117188,15274041856.9726
Fiji,98.6460494995117,43.7334,52.9679277267559,23.1609992980957,9.07699966430664,13.831000328064,0.0,0.990000009536743,1.68799996376038,1.45299994945526,39.1949996948242,38.4959983825684,39.5509986877441,13.206000328064,8.39299964904785,15.6579999923706,47.5989990234375,53.1110000610352,44.7910003662109,158.2697436,85.55174554,2.516,1.37211268859317,0.380003448395996,4195.96809601537,8447.26417897152,46.5069783122217,40.8190002441406,75.5559997558594,58.3629989624023,374560.0,73.485,67.407,116.23625884552,17.1749992370605,28.1979999542236,24.4769992828369,28.5931728158797,256984.0,65.3731808269171,587548.0,6.03364635720326,54228.0,49.1932129173508,0.738287654896347,898760.0,0.0,0.0,402330.0,44.765,41.326000213623,38.9630012512207,39.7610015869141,38.0,8.25381636921981,397.0,40.0,247.0,8.56099987030029,5.00799989700317,6.23799991607666,26.2110004425049,14.2449998855591,18.5300006866455,496430.0,55.235,40.3359985351562,37.2749996185302,38.3079996109009,58.673999786377,61.0369987487793,60.2389984130859,-191708790.325859
"Macao SAR, China",100.0,2.625,28.1703027511411,0.691999971866608,0.123999997973442,0.404000014066696,4.711472602739726,1.99899995326996,4.87099981307983,3.45600008964539,0.296999990940094,0.340000003576279,0.254999995231628,17.8680000305176,7.03499984741211,28.3939990997314,81.8349990844727,92.6240005493164,71.3529968261719,49.49358015,46.14187004,1.311,29.0703353823385,-0.863118775980453,52144.0288870665,97751.7321632423,81.6429854646415,66.1220016479492,75.9779968261719,70.7990036010742,377917.0,86.776,80.866,321.803037406459,1.99100005626678,4.13100004196167,3.07699990272522,12.8033690153177,78378.0,78.0211935631943,477620.0,9.17543742148793,56169.0,20203.5313531353,1.85066970508915,612167.0,4.711472602739726,4.711472602739726,0.0,0.0,4.68200016021729,9.12600040435791,6.93599987030029,4.711472602739726,23.1962846739534,4.711472602739726,4.711472602739726,4.711472602739726,1.50100004673004,2.29800009727478,1.90699994564056,3.19899988174438,6.19199991226196,4.73899984359741,612167.0,100.0,2.68300002813339,4.25500003993511,3.48099991679192,95.318000793457,90.8740005493164,93.0640029907227,18523407221.942
Senegal,64.5,74.8674,85.1650619907593,13.701000213623,4.99100017547607,8.57900047302246,0.0,1.23599994182587,3.25500011444092,2.42400002479553,53.6030006408691,59.689998626709,49.3380012512207,20.0830001831055,11.7880001068115,25.8950004577637,26.3139991760254,28.5230007171631,24.7670001983643,286.9612567,148.5300774,4.769,0.638174561081013,6.74181820098107,1092.25116227774,2379.45126362328,25.6647680413953,45.1669998168945,69.8239974975586,56.9939994812012,5007116.0,69.059,65.078,98.539225028605,32.4770011901855,38.1080017089844,35.7879981994629,42.9953345574318,6626275.0,54.0058685612032,8323176.0,2.99879688136492,462163.0,80.0478574767569,2.86060906352125,15411614.0,0.6,0.6,8276653.0,53.704,47.4140014648438,46.3540000915527,46.7910003662109,58.0,1.8553086003841,925.0,6.0,441.0,4.93900012969971,4.78299999237061,4.84700012207031,5.70499992370605,5.20300006866455,5.3899998664856,7134961.0,46.296,46.1780014038085,43.0990018844605,44.3669986724854,52.5859985351563,53.6459999084473,53.2089996337891,-2086534060.04009
Morocco,100.0,31.6776,51.8100696771866,47.7280006408691,12.5509996414185,21.673999786377,7.0,0.919000029563904,3.70900011062622,2.98600006103516,37.742000579834,57.2179985046387,30.9230003356934,19.5,12.5129995346069,21.9459991455078,42.757999420166,30.2689990997314,47.1310005187988,306.4182099,199.9975506,2.491,3.55879359304445,1.2224436474776,3204.86465254499,7285.90832106945,58.271236420398,25.0270004272461,74.2969970703125,49.0870018005371,12541812.0,76.956,74.642,117.680598793779,16.4209995269775,33.6599998474121,29.1889991760254,27.5722879062735,9726617.0,65.8717832174394,23237448.0,6.55592887628709,2312721.0,79.0427649563074,1.35122852209619,35276786.0,24.6,0.0,13630950.0,38.64,65.0670013427734,49.9199981689453,53.8479995727539,6.0,5.86837190893751,510.0,10.0,211.0,9.92899990081787,9.21300029754639,9.39999961853027,16.8110008239746,19.2089996337891,18.6219997406006,21645836.0,61.36,64.1490001678466,46.2109994888306,50.8629989624024,34.9329986572266,50.0800018310547,46.1520004272461,-10739249607.2905
Haiti,38.6901664733887,38.213,61.4206784727666,4.17999982833862,3.17400002479553,3.64599990844727,0.0,0.767000019550323,1.20099997520447,0.996999979019165,41.4889984130859,27.1720008850098,54.1419982910156,12.3360004425049,6.79400014877319,17.2339992523193,46.173999786377,66.0329971313477,28.625,313.1709006,234.1839923,2.919,0.0124270166291551,1.45270702675029,729.360457810966,1654.17053675815,12.2326016070408,63.5089988708496,72.4059982299805,67.8470001220703,4905887.0,65.515,61.162,59.9595255387176,85.9789962768555,81.9769973754883,83.8539962768555,33.3402198180677,3616525.0,61.9499316606274,6719916.0,4.70984852130487,510893.0,393.58976777939,1.2642389661953,10847334.0,0.0,1.6,5055292.0,46.604,90.9260025024414,86.3519973754883,88.4980010986328,47.0,0.0524737230364622,530.0,97.0,184.0,15.8900003433228,12.2609996795654,14.0019998550415,42.4080009460449,30.378999710083,35.742000579834,5792042.0,53.396,90.1589961051941,85.1509974002838,87.4999961853028,9.07499980926514,13.6479997634888,11.5019998550415,-2623479470.87922
United States,100.0,20.615,51.6523481467354,0.0829999968409538,0.0520000010728836,0.0659999996423721,8.0,2.15000009536743,4.96500015258789,3.67300009727478,1.6599999666214,0.88400000333786,2.31800007820129,18.7910003662109,8.25100040435791,27.7280006408691,79.5490036010742,90.8649978637695,69.9530029296875,186.0306196,155.0390891,1.8,33.0023993914823,1.48527919319146,52319.1633505427,53399.3591673623,76.176736982841,55.9900016784668,68.5579986572266,62.1599998474121,162776841.0,81.2,76.3,122.875872294896,5.01200008392334,7.06099987030029,6.12099981307983,19.0282314735596,61538430.0,65.9402912856634,213254816.0,15.0314772407769,48612690.0,35.3548798459019,0.734307439742705,323405935.0,100.0,0.0,58659368.0,18.138,7.24499988555908,12.0780000686646,9.85999965667725,10.6,37.7211959149307,420.0,5.6,175.0,4.78900003433228,4.93900012969971,4.86999988555908,9.25,11.3299999237061,10.3369998931885,264746567.0,81.862,5.09500008076429,7.11299987137317,6.1869998127222,92.754997253418,87.9219970703125,90.1399993896484,-479461000000.0
Eswatini,65.7902069091797,78.5332,68.160300287592,1.01999998092651,0.474999994039536,0.698000013828278,6.0,1.30400002002716,1.62199997901917,1.49199998378754,68.3970031738281,77.7990036010742,61.8790016174316,13.1470003128052,7.61800003051758,16.9810009002686,18.4559993743896,14.5839996337891,21.1399993896484,172.6150857,89.44024249,3.084,0.521183115453973,1.36869407322355,3906.26187791264,7723.6410594802,28.5735227827685,42.398998260498,66.9540023803711,54.0320014953613,454336.0,60.908,54.354,74.0824571252433,27.8509998321533,11.8690004348755,18.4120006561279,37.3936972581301,502234.0,59.4670679280291,798701.0,3.13923481384084,42163.0,78.0870930232558,1.80966724877317,1343098.0,46.1,0.0,1028021.0,76.541,30.173999786377,13.9659996032715,20.6019992828369,33.0,3.12709869272384,956.0,30.0,122.0,26.9790000915527,25.9039993286133,26.3479995727539,53.1619987487793,54.8300018310547,54.1370010375977,315077.0,23.459,28.8709998130798,12.344000428915,19.1100006699562,69.8259963989258,86.0339965820313,79.3980026245117,44939550.6046326
Japan,100.0,4.1582,65.290106306176,4.42199993133545,0.837999999523163,2.38800001144409,6.0,0.834999978542328,2.96399998664856,2.04299998283386,3.50200009346008,3.04500007629395,3.84899997711182,25.6149997711182,14.543999671936,34.0499992370605,70.8830032348633,82.411003112793,62.0999984741211,134.5514458,104.9625178,1.44,31.1593341207815,0.938193886449625,47660.8930390239,38282.5046733349,93.1827212821617,50.5999984741211,70.9309997558594,60.4560012817383,66844279.0,87.14,80.98,130.610328904572,3.95499992370605,7.93300008773804,6.21199989318848,12.9357482227601,16427690.0,60.4996889474557,76831284.0,26.5645628297842,33735537.0,348.350096006144,-0.115284177050088,126994511.0,100.0,0.0,10849141.0,8.54300000000001,9.21199989318848,11.7349996566772,10.6440000534058,14.0,50.1760666286581,360.0,12.2,151.0,2.83999991416931,3.34999990463257,3.13000011444092,4.4980001449585,5.77799987792969,5.15399980545044,116145370.0,91.457,8.3769998550415,8.7710000872612,8.59999990463257,90.7880020141602,88.2649993896484,89.3560028076172,40443851155.2429
Cote d'Ivoire,64.3,133.386,83.4428128468934,21.8700008392334,8.96199989318848,14.2089996337891,0.0,1.13499999046326,2.56500005722046,1.98399996757507,48.8849983215332,41.0629997253418,54.242000579834,6.30299997329712,3.70199990272522,8.08500003814697,44.8120002746582,55.2350006103516,37.6730003356934,303.3089249,112.8705119,4.911,0.575542142931869,8.34211309645272,1552.86101319083,3424.96402094039,41.21,48.0530014038086,66.2839965820313,57.3680000305176,7806149.0,55.141,52.144,115.848007414272,63.632999420166,56.0769996643066,59.148998260498,42.575981121475,10088770.0,54.5129015675653,12917333.0,2.91111731095975,689816.0,74.5154685534591,2.51035356841854,23695919.0,2.3,0.3,11876158.0,50.119,86.6380004882813,67.6039962768555,75.3410034179688,63.0,1.22007506862258,525.0,7.0,270.0,3.34999990463257,2.0789999961853,2.59999990463257,4.96600008010864,2.74799990653992,3.71399998664856,11819761.0,49.881,85.5030002593994,65.0389995574951,73.3579978942871,13.3620004653931,32.3959999084473,24.6590003967285,1077209216.00129
"Hong Kong SAR, China",100.0,2.7682,36.9448015349406,0.58899998664856,0.116999998688698,0.34799998998642,7.0,1.39100003242493,4.5770001411438,3.01600003242493,0.216999992728233,0.148000001907349,0.284000009298325,13.1999998092651,4.98600006103516,21.0839996337891,86.5830001831055,94.8649978637695,78.6320037841797,254.9468875,194.1284229,1.205,35.9589820019409,2.16292329544639,36816.1498608515,54412.9249387607,87.477846264841,54.2130012512207,68.3430023193359,60.6290016174316,3949386.0,87.3,81.3,240.796207723485,3.36899995803833,7.81599998474121,5.63800001144409,11.211989631983,822579.0,73.0221230279769,5357341.0,15.76588734004,1156680.0,6987.2380952381,0.619366345332479,7336600.0,100.0,0.0,0.0,0.0,5.34800004959106,12.5109996795654,9.0019998550415,3.0,59.1323954246312,385.0,1.5,72.0,3.02099990844727,3.6710000038147,3.3529999256134,8.60000038146973,11.2150001525879,9.88199996948242,7336600.0,100.0,3.95799994468689,7.93299998342991,5.98600000143051,94.6520004272461,87.4889984130859,90.9980010986328,7327348873.28332
Sao Tome and Principe,65.4404830932617,96.2552,85.5933304862878,0.433999985456467,0.559000015258789,0.51800000667572,5.0,0.711000025272369,1.79299998283386,1.43900001049042,18.3659992218018,10.6969995498657,22.5209999084473,13.9809999465942,5.26399993896484,18.7029991149902,67.6529998779297,84.0429992675781,58.773998260498,349.1,146.8032962,4.456,0.712820769346206,4.1792092680182,1284.68839129844,3003.76844608335,28.0,41.3289985656738,75.4649963378906,58.173999786377,66078.0,68.749,64.458,89.0635786103747,29.9619998931885,35.7150001525879,33.8359985351563,43.1814316442399,86324.0,53.8812465609524,107714.0,2.93732179480766,5872.0,208.239583333333,2.2035822838881,199910.0,0.0,10.0,57790.0,28.908,31.1060009002686,38.0660018920898,35.7929992675781,46.0,2.86779050572758,1065.0,7.0,424.0,21.4109992980957,8.92099952697754,13.4160003662109,32.4339981079102,15.414999961853,20.5100002288818,142120.0,71.092,30.395999878645,36.2740001678467,34.353998541832,68.8939971923828,61.9339981079102,64.2070007324219,-88273069.5197772
Sudan,38.5284423828125,67.196,80.7197296447761,23.7849998474121,8.48799991607666,11.9659996032715,0.0,1.98199999332428,5.19700002670288,4.46600008010864,52.4739990234375,45.9329986572266,54.5499992370605,19.1620006561279,31.2089996337891,15.3400001525879,28.363000869751,22.8430004119873,30.1149997711182,4.711472602739726,4.711472602739726,4.532,0.0656462086244696,4.70000004201418,1923.99532199261,4386.35257682309,28.0,23.7530002593994,69.9800033569336,46.5820007324219,10847399.0,66.079,62.912,70.2580000600321,22.3929996490479,30.1420001983643,28.3799991607666,41.1638111163878,16292154.0,55.3343014603666,21900668.0,3.50188742324558,1386006.0,22.6889730639731,2.38043988706363,39578828.0,2.1,0.0,26074136.0,65.879,48.1599998474121,43.8269996643066,44.8120002746582,42.0,0.344810614402225,810.0,36.5,180.0,23.1240005493164,9.11900043487549,12.7340002059937,42.7789993286133,21.2759990692139,27.2670001983643,13504692.0,34.121,46.17799949646,38.630000114441,40.3459987640381,51.8400001525879,56.1730003356934,55.1879997253418,-4279483944.24953
St. Lucia,97.7609176635742,41.2616,40.5888438726594,1.24000000953674,0.439999997615814,0.799000024795532,0.0,3.26300001144409,8.0319995880127,5.89300012588501,14.9829998016357,9.83199977874756,19.1730003356934,17.2479991912842,8.19600009918213,24.6119995117188,67.7689971923828,81.9710006713867,56.2159996032715,278.272093,179.5150696,1.459,16.7322978400697,1.65361250756955,8369.2649573534,12671.2580549212,46.7290780591803,60.9010009765625,75.8949966430664,68.1880035400391,97935.0,78.239,72.84,99.2320871836643,24.1959991455078,31.0270004272461,27.9629993438721,19.3185967474651,34390.0,71.1293992079319,126621.0,9.55200404460298,17004.0,291.827868852459,0.455491876162901,178015.0,0.0,0.0,144979.0,81.442,28.6979999542236,39.4990005493164,34.6539993286133,35.0,19.9674184759711,645.0,11.0,110.0,23.0650005340576,19.7280006408691,21.2600002288818,50.4959983825684,42.1310005187988,45.4959983825684,33036.0,18.558,25.4359991550445,31.4670004248619,28.7619993686676,71.302001953125,60.5009994506836,65.3460006713867,-6117846.5401692
Lebanon,100.0,12.1762,46.8154896336229,5.08300018310547,3.21600008010864,3.65100002288818,6.0,2.31599998474121,13.951000213623,11.2410001754761,3.20000004768372,0.0450000017881393,4.19700002670288,20.132999420166,8.1230001449585,23.9260005950928,76.6669998168945,91.8030014038086,71.8870010375977,549.9893644,311.1985766,1.719,21.6426145077437,1.99999999985178,7143.95909540687,13267.8856986827,76.11,23.0340003967285,71.0179977416992,47.1440010070801,2164392.0,81.444,77.978,81.4184095075673,9.93200016021729,25.9120006561279,22.1900005340576,23.5678915498576,1415645.0,68.1127040815308,4091304.0,8.31940436861169,499719.0,587.162072336266,2.61757356847748,6006668.0,0.0,22.0,704822.0,11.734,17.3320007324219,43.0800018310547,37.0820007324219,20.0,30.237429470049,721.0,15.0,181.0,10.4729995727539,5.3289999961853,6.5789999961853,21.9689998626709,15.1129999160767,17.2189998626709,5301846.0,88.266,15.0150003433228,29.1280007362365,25.8410005569458,82.6679992675781,56.9199981689453,62.9179992675781,-12107086798.8
Cuba,100.0,45.0278,43.8170658089428,0.0299999993294477,0.101999998092651,0.0740000009536743,4.711472602739726,12.7709999084473,31.5389995574951,24.3500003814697,18.2509994506836,7.77699995040894,24.7310009002686,16.5440006256104,10.4020004272461,20.3439998626709,65.2050018310547,81.8209991455078,54.9249992370605,173.0310263,65.55143547,1.722,0.125723445714711,4.711472602739726,4.711472602739726,4.711472602739726,42.98,41.5699996948242,67.4020004272461,54.423999786377,5235377.0,81.782,77.748,34.7499673666271,7.86499977111816,11.6049995422363,10.1730003356934,16.1761494571881,1856372.0,69.532777238584,7979569.0,14.2910733042279,1640041.0,110.324764468371,0.126866977694588,11475982.0,4.711472602739726,4.711472602739726,2647509.0,23.07,20.6660003662109,43.2459983825684,34.5970001220703,4.711472602739726,11.5197287691807,4.711472602739726,4.711472602739726,4.711472602739726,2.66400003433228,2.38000011444092,2.48900008201599,4.8769998550415,5.76700019836426,5.42700004577637,8828473.0,76.93,7.89499977044761,11.706999540329,10.2470003366471,79.3339996337891,56.7540016174316,65.4029998779297,4.711472602739726
